CCIndex	x	y	area	aux	cuc
32592	26.4056	11.8372	27.4628	0.155695	0
25231	-12.1985	14.9231	44.8906	6.49599	0
28604	-1.04598	-17.0132	38.3449	58.5787	0
29473	10.5386	28.7128	33.6177	12.3694	0
24529	2.21105	39.8523	42.1714	0.179171	0
29184	-21.001	-11.8364	35.4235	0.34142	0
26989	0.0783981	-37.4254	49.4486	0.295165	0
42805	-22.3404	6.28653	24.941	29.1036	0
42349	26.8571	16.8304	23.9881	0.60826	0
23190	21.1651	-31.218	38.8711	0.602984	0
39736	20.8194	24.1068	27.3521	0.350671	0
22954	-7.50806	-31.9524	50.2975	0.596793	0
35033	-26.4814	26.3527	31.1557	0.248009	0
30378	-23.1347	30.2895	32.4319	0.449281	0
30989	2.45655	-11.119	33.3442	3.36232	0
29765	-4.39509	-7.02602	36.2478	0.1238	0
33962	20.7681	8.92195	32.989	0.167547	0
24760	38.3367	1.70907	43.8549	0.155348	0
27514	28.2345	-14.0672	37.1892	0.232188	0
26213	-41.9278	2.17447	40.7978	0.462411	0
36513	5.82655	34.1402	32.734	0.419482	0
26729	-2.43965	3.43392	38.9531	0.203933	0
37703	-5.44037	12.8526	25.6083	0.0987687	0
28053	14.8516	23.3097	38.6535	12.9115	0
41910	15.6602	-24.8368	28.9102	0.556537	0
27249	1.19476	-24.4135	43.2759	9.44945	0
31945	-22.4365	-5.15576	25.6493	0.230491	0
34654	8.13132	10.1294	32.4886	0.140532	0
31626	-18.7825	-22.9099	35.9868	0.653955	0
30077	14.7617	37.6176	38.404	0.129326	0
34308	-31.3968	-22.3079	32.6118	0.695927	0
31299	9.20592	-17.109	35.6127	2.27682	0
36129	18.8158	18.0719	27.9668	0.453797	0
23176	30.7407	-7.1861	47.2108	2.43771	0
36889	14.694	12.4425	30.607	0.372156	0
42791	35.373	13.8612	24.5714	0.497238	0
35390	9.34638	-11.0897	34.2284	0.157139	0
36903	16.3085	-32.3185	27.0959	0.406482	0
33619	-12.6257	-25.1526	40.4336	0.768404	0
24298	10.0591	3.07787	49.9076	0.240578	0
41015	-16.9887	-36.6658	25.3269	0.411797	0
23623	26.6139	27.1791	45.1033	0.259739	0
38095	-15.7667	-18.0263	32.5052	0.573858	0
41465	-9.37612	-38.108	26.6919	0.442914	0
25472	-10.3727	2.86574	45.9355	0.679004	0
26463	-23.2685	-29.1602	46.9014	0.834214	0
25716	26.1683	-19.8194	34.4875	0.311881	0
26715	-17.5714	10.4016	45.981	71.5829	0
29779	13.7464	-6.10703	39.3334	0.5382	0
27782	-12.0619	25.8963	49.4123	0.350783	0
28327	-17.0497	4.36062	38.1331	38.977	0
28884	17.7395	28.8876	41.5752	0.37952	0
28898	-11.1515	-4.5003	37.8378	0.13021	0
35005	-21.8381	21.6028	32.3684	0.245671	0
33268	24.943	-26.7393	27.4802	0.797255	0
32920	-32.5054	-11.9132	31.5653	1.29743	0
33605	23.7057	-9.09741	31.4257	35.3328	0
30682	15.0375	-13.4062	36.9956	0.187229	0
35019	-10.0708	32.3236	34.8707	0.659799	0
35752	-27.2148	10.1019	28.7108	0.386305	0
38507	37.9477	8.1996	28.9405	0.213403	0
32267	-5.18337	-21.2265	26.1073	7.09733	0
41439	0.898246	32.3381	24.8432	0.387032	0
31612	-33.0753	2.83837	34.3026	0.289397	0
36915	-35.3448	19.9961	25.2749	0.322054	0
14155	21.6131	-15.9406	48.47	0.813003	0
36117	-38.0374	-15.218	28.4517	0.342869	0
41896	-17.6676	-29.0092	28.0056	1.06935	0
38908	-37.1639	-2.22652	31.3682	0.58443	0
15078	-38.7361	13.6538	48.3538	0.390714	0
40593	29.4859	-24.1161	26.9426	0.3321	0
39312	15.8125	3.604	24.8474	0.111771	0
43253	-7.33594	18.358	27.6229	0.242768	0
41453	-15.8616	34.0858	28.492	0.703096	0
23161	24.6865	-2.63928	49.3532	41.152	0
36929	0.125107	9.20529	30.6538	0.124992	0
32934	-28.4221	-13.8396	29.6354	1.76366	0
23403	-32.8146	8.63451	42.9434	0.31425	0
39326	8.83188	-30.3177	18.9549	0.425	0
37316	36.902	-7.6118	29.21	0.0901673	0
24069	-4.01902	37.6613	46.4904	0.326885	0
40149	3.78252	-33.5119	27.5424	0.248812	0
36499	31.1306	0.485885	29.4348	3.35146	0
38109	-2.35861	24.2098	29.9655	0.795015	0
24992	32.9338	21.3416	44.0718	0.371223	0
43267	1.65837	18.3561	25.8395	8.1947	0
40565	3.70506	1.00047	27.1151	0.239864	0
40579	-6.45772	8.00612	24.3163	0.399457	0
25962	-24.6638	-0.0855734	41.2054	2.3392	0
26212	-39.6143	7.16897	46.2908	0.460335	0
26462	-27.1996	-25.6628	47.4918	0.798704	0
26714	-21.3348	14.6139	44.42	27.1696	0
43721	-14.2181	19.5274	30.1254	0.52445	0
26988	-4.92831	-39.8801	36.4524	0.235174	0
27248	-2.06045	-28.8033	45.6332	0.773713	0
27513	33.9911	-14.0744	47.3199	0.15324	0
27781	-6.86245	27.288	32.9463	0.219381	0
28052	9.78267	20.2726	41.9018	29.4728	0
28326	-16.8543	-1.14821	40.398	2.47626	0
28603	3.69868	-17.641	37.7776	54.6035	0
28883	20.9808	33.0247	35.6853	0.126923	0
28897	-11.0398	-10.3623	38.5389	0.120454	0
29183	-16.9594	-8.26239	42.01	0.176891	0
29472	5.88881	27.0495	43.3497	22.712	0
29764	-4.92416	-12.235	35.1711	1.56577	0
29778	16.8586	-1.83342	36.652	2.36091	0
30076	12.9178	33.4339	31.9371	0.228582	0
30377	-18.7739	27.0865	36.86	0.402864	0
30681	15.9778	-18.7889	33.4071	0.142811	0
30988	2.47091	-5.97342	36.1603	0.155573	0
31298	8.94445	-21.9449	33.4549	0.759639	0
31611	-31.5712	-1.84342	34.4431	0.288655	0
31625	-21.5916	-18.7486	32.1807	0.751793	0
31944	-26.6862	-7.28081	43.726	0.924133	0
32266	-8.5682	-17.8233	41.4242	2.28637	0
32591	28.4532	7.37882	37.3091	0.307834	0
32919	-33.6757	-7.6182	34.0317	0.885333	0
32933	-26.2382	-17.6261	35.7843	1.61055	0
33267	20.5957	-24.0464	37.3247	0.787748	0
33604	19.4863	-7.60367	35.0072	26.1217	0
33618	-7.91735	-25.4673	25.3953	0.362092	0
33961	21.2263	3.89871	31.6615	0.853132	0
34307	-33.9941	-18.4612	30.7497	0.65964	0
34653	5.39939	13.8866	30.1882	0.291649	0
35004	-26.0019	18.8042	28.8418	0.199552	0
35018	-10.8654	36.4778	26.2565	0.533536	0
35032	-29.9642	23.2424	31.0859	0.213887	0
35389	8.35706	-6.37039	26.4348	0.0945776	0
35751	-28.9792	14.1582	29.7338	0.241281	0
36116	-39.4972	-10.0409	30.2472	0.420951	0
36128	21.6601	14.4498	31.1836	0.284729	0
36498	26.7523	2.12759	28.4562	13.794	0
36512	7.87187	38.5647	25.8562	0.167482	0
36888	13.0144	16.1851	28.4136	3.47315	0
36902	12.3521	-33.3822	30.9216	0.31246	0
36914	-32.6981	17.0864	31.8438	0.392582	0
36928	3.28214	6.21334	27.3657	0.160861	0
37315	36.297	-3.04815	27.2029	0.0818527	0
37702	-1.30308	14.5086	30.2409	0.195639	0
38094	-13.9404	-14.7995	23.7087	0.17067	0
38108	1.17069	25.9656	24.5734	2.75765	0
38506	34.1445	5.47384	25.3301	0.141166	0
38907	-40.4901	-4.5373	23.0089	0.555073	0
39311	14.2714	7.96664	28.8983	0.140777	0
39325	6.12546	-27.6444	35.1207	0.339096	0
39735	23.8079	21.4502	25.553	0.730732	0
40148	7.4388	-36.1101	25.717	0.280962	0
40564	7.0494	-1.51952	25.7314	0.155107	0
40578	-10.6886	9.24561	28.2792	0.920248	0
40592	32.5676	-20.4917	25.8325	0.206174	0
41014	-21.1827	-34.9321	26.4267	0.374036	0
41438	-3.16485	31.4588	27.4227	0.719482	0
41452	-19.8968	34.0714	24.7182	0.716425	0
41464	-12.5751	-36.33	24.8682	0.448808	0
41895	-15.0259	-31.8181	23.6641	1.06813	0
41909	12.465	-26.6275	22.8557	0.388732	0
42348	29.3915	19.4089	27.5878	0.999504	0
42790	32.0696	11.818	26.9247	0.294592	0
42804	-26.1055	4.86946	26.3005	19.6769	0
43252	-4.52251	20.5369	23.322	0.347799	0
43266	4.6453	20.3915	25.3296	10.3076	0
43720	-17.044	21.7159	20.6333	0.780249	0
43734	-6.21195	-1.21317	25.8429	0.144113	0
43735	-1.61994	-1.93496	24.6987	0.251396	0
