CCIndex	x	y	area	aux	cuc
32592	23.5687	10.6014	22.608	0.468831	0
25231	-10.9886	13.2761	35.5461	12.7492	0
28604	-1.01656	-15.026	30.8549	32.6002	0
29473	9.17072	25.6793	26.9724	7.60471	0
24529	1.71131	35.6405	32.8142	0.100637	0
29184	-18.7645	-10.3884	27.5085	0.800803	0
26989	-0.126663	-33.3573	39.1127	0.146706	0
23845	-5.44572	17.2487	39.1842	1.80156	0
10654	30.0217	11.335	39.473	0.142345	0
23190	18.6452	-28.1073	30.4851	0.164203	0
17471	4.75336	-31.0253	42.3584	0.154702	0
22954	-6.82923	-28.3486	37.8912	0.497438	0
10145	8.08793	-7.94403	49.2521	1.38632	0
30378	-20.8797	26.9505	27.449	0.169177	0
30989	2.21776	-9.72193	26.8013	4.35117	0
29765	-3.96281	-6.04944	29.7681	0.507581	0
33962	18.3431	7.95769	26.5536	2.66167	0
24760	34.0246	1.48071	34.4753	0.099542	0
27514	25.0205	-12.5251	29.5896	0.23809	0
26213	-37.8276	2.00585	32.9524	0.139494	0
14341	12.3819	12.8042	46.5101	2.9936	0
26729	-2.26387	3.08109	30.2775	0.119322	0
11320	-13.4112	-14.6804	43.0683	1.54533	0
28053	13.1842	20.8931	31.2414	8.52251	0
24993	25.1841	16.2643	40.7404	0.251592	0
27249	0.795479	-21.8216	34.2898	10.9373	0
31945	-20.1973	-4.38296	20.5646	1.86974	0
10307	-21.3083	17.8262	49.6345	0.76776	0
31626	-16.8083	-20.1812	28.8234	0.443985	0
30077	12.958	33.6102	31.6741	0.103619	0
13974	5.95957	10.7126	49.8965	0.533634	0
31299	8.03363	-15.2845	29.1521	5.46946	0
23162	25.5122	1.10682	46.8248	14.4826	0
23176	27.0335	-6.51502	34.6201	2.69653	0
15051	12.4216	-29.1361	46.7435	0.166552	0
25963	-21.8925	4.91443	40.069	25.6356	0
23404	-25.4951	10.6582	48.4671	1.68383	0
15079	-30.5927	16.3299	46.97	0.183543	0
33619	-11.4201	-22.3419	31.775	2.06838	0
24298	8.89551	2.89821	38.8297	0.155817	0
24070	-1.27561	28.4413	40.8056	0.480817	0
23623	23.7235	24.2794	35.1307	0.133131	0
22749	-0.731797	22.2815	44.5425	3.79692	0
17457	-14.9498	-26.7861	40.8097	0.359856	0
25472	-9.34508	2.68372	35.5566	2.15404	0
26463	-21.0335	-25.7721	36.8066	0.178379	0
25716	23.0222	-17.6137	26.4727	0.168819	0
26715	-15.8628	9.32906	36.1381	57.6103	0
29779	12.4617	-5.41841	30.9365	3.32784	0
27782	-10.8187	23.0274	39.7912	0.388722	0
28327	-15.3507	4.01241	30.9613	38.7488	0
28884	15.6547	25.8968	33.3129	0.462517	0
28898	-10.0708	-3.8942	30.6614	0.624158	0
9671	-9.5779	30.3974	49.5892	0.234956	0
33268	22.0077	-24.1181	22.5188	0.438333	0
32920	-28.9821	-10.52	25.2812	0.336868	0
33605	20.98	-8.08137	24.9425	23.9616	0
30682	13.4132	-12.0534	30.046	1.14218	0
10306	-25.2691	21.8499	49.6585	0.185619	0
10471	-34.6596	-11.2865	47.0722	0.16997	0
10639	-34.7898	-2.89148	43.2472	0.209781	0
32267	-4.88666	-18.7732	21.2588	13.4481	0
11307	-16.1336	30.1633	39.7051	0.180239	0
31612	-29.8985	2.41671	27.5408	0.392679	0
13973	1.28254	6.9923	46.2591	0.154253	0
14155	19.1973	-14.317	36.4666	0.862938	0
14340	18.1319	14.4764	47.2707	1.23562	0
15050	12.4623	-22.7464	39.7969	0.258443	0
15064	13.1374	5.42758	41.6948	0.454563	0
15078	-34.9528	12.1136	38.0016	0.137102	0
17456	-17.356	-31.589	42.2961	0.152536	0
17470	6.07277	-25.4762	43.1042	0.631969	0
22748	2.7767	17.2733	39.8819	6.39655	0
22953	-9.8412	-32.8988	41.7462	0.195808	0
23161	21.8401	-2.28062	37.1211	34.4927	0
23175	32.1076	-4.87207	45.722	0.180057	0
32934	-25.489	-12.294	24.5997	0.414054	0
23403	-29.6785	7.56108	32.8531	0.223623	0
23622	19.8863	20.4607	42.8642	0.466837	0
23844	-2.99238	12.3568	44.8691	0.95776	0
24069	-3.75624	33.5597	36.9507	0.145726	0
24297	4.84075	-0.0256237	41.6859	0.153604	0
24528	5.68952	32.3431	46.5777	0.38299	0
24759	32.1841	6.07554	44.0426	0.161874	0
24992	29.342	18.9752	35.1055	0.109136	0
25230	-13.7685	18.111	40.5711	2.41758	0
25471	-7.86844	7.74289	41.5273	3.02507	0
25715	27.2815	-19.8282	42.662	0.194028	0
25962	-22.218	0.0580771	31.9722	8.06242	0
26212	-35.7357	6.38235	37.012	0.16977	0
26462	-24.4732	-22.843	37.6029	0.179855	0
26714	-19.2047	12.8152	34.3363	19.8877	0
26728	-3.55087	-1.20905	40.2536	0.208962	0
26988	-4.57039	-35.4669	29.6327	0.0958086	0
27248	-2.05398	-25.5874	35.8684	2.46907	0
27513	30.1454	-12.679	37.6608	0.135423	0
27781	-6.24469	24.3503	26.6937	0.294667	0
28052	8.7129	18.0842	33.8227	15.8743	0
28326	-15.1461	-0.824903	32.1365	10.3661	0
28603	3.06474	-15.6838	30.5718	28.7589	0
28883	18.6179	29.4723	28.7759	0.104924	0
28897	-10.0176	-9.07035	30.9793	0.83953	0
29183	-15.2948	-7.23137	33.5013	1.32212	0
29472	5.15475	24.1626	34.2604	12.6707	0
29764	-4.51443	-10.7235	28.6772	4.35578	0
29778	15.0119	-1.62341	28.9497	6.31653	0
30076	11.232	29.9181	25.8129	0.197891	0
30377	-16.9124	24.0193	29.5163	0.192806	0
30681	14.2371	-16.7983	26.9939	0.46085	0
30988	2.34607	-5.18309	29.5395	0.45231	0
31298	7.74916	-19.4896	26.711	3.08183	0
31611	-28.5189	-1.68149	27.9597	0.353483	0
31625	-19.3102	-16.5446	26.5156	0.377031	0
31944	-23.8054	-6.34124	34.5413	1.54267	0
32266	-7.73108	-15.7666	32.6069	9.35757	0
32591	25.3292	6.63901	30.5632	0.783875	0
32919	-30.1375	-6.80082	27.4491	0.3294	0
32933	-23.5513	-15.6638	28.9453	0.493997	0
33267	18.2076	-21.6703	30.3736	0.271691	0
33604	17.4473	-6.74996	27.6244	22.7968	0
33618	-7.31583	-22.6975	20.5582	2.1796	0
33961	18.6311	3.61	25.1723	2.97395	0
34307	-30.6258	-16.5708	25.0051	0.208845	0
34308	-28.2539	-19.9025	26.7638	0.223819	0
