CCIndex	x	y	area	aux	cuc
10472	-23.3037	-6.74335	31.4942	1.01878	0
9096	-6.86454	4.48304	45.5797	1.01025	0
9229	12.9035	21.9761	37.5804	0.790451	0
9514	-3.39247	-6.0378	37.2462	0.934764	0
5549	25.1408	2.99227	47.7746	0.662427	0
9362	5.20643	19.4722	35.2245	1.01043	0
6633	-0.647896	-18.4287	40.7011	1.11072	0
6090	-2.23705	24.0212	48.5638	0.977592	0
10654	22.9816	8.51521	24.8377	0.70511	0
5981	-21.6363	7.2271	50.0115	1.22074	0
17471	3.62632	-24.2939	26.7526	0.680698	0
22954	-5.59556	-22.1585	28.0781	1.09086	0
10145	6.12258	-6.04979	28.5577	0.840399	0
14156	10.4796	-11.2376	34.9606	0.972728	0
9500	5.85751	-13.4844	33.9742	0.947719	0
9822	10.4507	-2.95953	35.6645	0.959907	0
9975	-22.7595	-14.2778	31.5524	0.635083	0
5865	20.7763	13.6549	47.0485	0.801459	0
9672	-7.12863	18.3069	40.5512	1.01263	0
5877	-17.6893	-18.6844	43.1847	0.804546	0
14341	9.45682	10.2905	28.1419	0.812883	0
6621	-1.67761	-26.7825	41.2623	0.640502	0
11320	-10.6141	-11.1386	25.5044	0.798898	0
8966	-12.0479	1.5391	38.051	0.916387	0
8839	-10.0368	12.3178	46.4339	1.07781	0
7727	21.3775	-10.1027	40.0203	0.855542	0
10131	-5.3728	-13.026	32.6904	0.86832	0
10307	-16.9667	13.9708	29.9226	0.951347	0
9658	-17.6599	-4.34919	32.3627	0.955926	0
11308	-14.8698	19.8423	33.8769	0.805725	0
13974	4.57292	8.39238	28.8227	0.74082	0
10640	-23.0396	0.1336	33.0293	1.00774	0
23162	19.0287	0.526218	29.0823	1.24724	0
23176	24.383	-2.86819	21.8653	0.932389	0
15051	9.54301	-22.867	29.3604	0.646232	0
5764	-29.0233	3.41359	44.1668	0.651165	0
5864	16.466	17.4803	49.9906	0.946169	0
15079	-24.4132	12.7708	28.5061	0.611941	0
15065	13.904	4.73273	29.1526	0.902241	0
6089	2.74829	26.3644	48.1328	0.775829	0
6489	5.27126	1.43008	48.1715	1.04869	0
6503	-3.45345	11.5126	48.9863	1.06801	0
22749	-0.745082	17.3069	27.0369	1.12089	0
17457	-11.8719	-20.6784	25.6375	0.881008	0
7726	19.6964	-15.0297	46.2549	0.810608	0
8838	-14.1774	8.81017	42.8414	1.06327	0
8965	-17.3472	2.03694	45.1051	1.10552	0
9095	-2.44035	0.961412	42.6977	0.997696	0
9228	9.12449	25.3086	36.5856	0.665335	0
9361	8.17375	15.4419	39.0729	1.05873	0
9499	0.548055	-11.8133	39.0389	0.980487	0
9513	-7.88002	-4.73875	38.1923	0.928989	0
9657	-13.2726	-6.4555	37.6013	0.973054	0
9671	-7.85187	23.5245	28.4654	0.697038	0
9821	14.4987	-5.82883	30.5876	0.958767	0
9974	-19.245	-10.9283	32.4086	0.997205	0
10130	-7.64037	-17.327	31.3264	0.951432	0
10144	1.82182	-5.36535	36.1841	0.932271	0
10306	-19.8579	16.9304	31.0254	0.640738	0
10471	-27.1618	-8.74009	29.0675	0.52162	0
10639	-27.3001	-2.07108	25.9929	0.749248	0
10653	18.7168	6.39083	33.5093	0.969793	0
11307	-12.9584	23.3734	24.6167	0.503345	0
11319	-13.9785	-13.9899	33.1103	0.978796	0
13973	0.847383	5.89533	28.2136	0.752479	0
14155	14.5388	-11.3342	22.0881	0.795768	0
14340	13.7144	11.5273	28.2098	0.863007	0
15050	9.23393	-17.8712	24.2932	0.798947	0
15064	10.0988	4.39656	24.9916	0.794327	0
15078	-27.7699	9.55807	24.3446	0.50031	0
17456	-13.6315	-24.3425	27.5101	0.503171	0
17470	4.41752	-19.9622	25.4212	0.905581	0
22748	2.03425	13.5875	24.3834	1.07657	0
22953	-7.6337	-25.9335	22.7423	1.02948	0
23161	16.4724	-1.91344	21.4728	1.24724	0
23175	21.6814	-5.84293	28.4731	0.932389	0
23187	13.8896	-17.117	18.3247	0.830647	0
23188	15.3171	-21.0235	32.1062	0.830647	0
