CCIndex	x	y	area	aux	cuc
10472	-27.3215	-8.05274	44.6674	0.729696	0
25472	25.2328	-18.8135	32.8969	0.161544	0
28580	-14.6778	3.83059	25.8408	21.6293	0
29440	-14.2604	-6.30774	28.5597	5.85757	0
24529	1.17422	32.9267	24.6017	0.0882512	0
29730	-3.47627	-4.99295	25.7996	4.53061	0
27237	-0.221714	-30.5033	34.5121	0.199404	0
23845	-5.19389	15.8826	30.9827	4.14024	0
10654	27.4566	10.1711	32.8567	0.23605	0
23188	18.2616	-24.6733	43.7216	0.181511	0
17471	4.40494	-28.4948	35.6733	0.252974	0
22954	-6.47915	-26.0995	38.054	1.59654	0
10145	7.54432	-7.22431	39.8166	3.41336	0
14156	12.6142	-13.1665	48.5272	3.04047	0
9500	7.06543	-15.8294	47.2033	5.04514	0
30023	7.89502	23.6565	26.1438	8.02926	0
9975	-26.6734	-16.9342	44.4465	0.235939	0
24760	31.2755	1.38556	27.7932	0.100815	0
27498	0.00975475	-19.7065	29.518	10.1739	0
26213	-34.8727	1.73815	29.3045	0.0990188	0
14341	11.3562	11.7444	38.727	3.22634	0
26976	-0.653776	-0.342158	22.519	0.957492	0
11320	-12.2623	-13.18	34.7651	2.70194	0
28305	12.1411	19.343	24.4833	7.21844	0
24993	23.0336	14.5598	32.684	0.394283	0
27764	-6.09368	22.3708	25.3359	1.79313	0
10131	-6.14997	-15.2339	45.1856	8.19163	0
10307	-19.8598	16.3454	41.5468	1.59244	0
9658	-20.8068	-5.10184	45.9022	5.86443	0
11308	-17.4675	23.3424	49.335	0.333093	0
13974	5.45463	9.85053	41.2602	1.05385	0
10640	-27.1542	0.132736	46.5774	1.62683	0
23162	23.3421	0.630362	41.4148	9.74209	0
23176	29.3612	-3.44148	28.8114	0.359156	0
15051	11.4386	-26.675	40.4885	0.197377	0
25963	-20.6648	-0.161888	23.8216	8.93799	0
23404	-23.6494	10.0887	34.9539	2.24524	0
15079	-28.4839	14.9751	39.4775	0.153498	0
15065	16.8584	5.27946	42.8412	4.92395	0
24298	8.19289	2.72944	33.2223	0.752347	0
24070	-3.91598	30.9104	28.6932	0.120358	0
23623	21.614	22.0097	32.9548	0.184492	0
22749	-0.854932	20.4704	36.7212	5.15377	0
17457	-13.8197	-24.3322	35.9479	0.579609	0
25231	-10.3858	12.2289	31.0942	10.4717	0
26463	-21.9015	-23.6311	30.5811	0.132689	0
25716	-9.14644	3.20671	32.1937	6.55755	0
26718	-15.0316	8.65315	30.8147	24.6743	0
9228	10.9393	29.4444	50.0035	0.502988	0
28033	27.4302	-12.4912	31.0376	0.434086	0
28858	17.0817	26.5849	27.9233	0.301348	0
29139	-0.823978	-13.5228	28.6853	12.425	0
29153	-9.37404	-3.2209	25.825	4.61094	0
9671	-9.06627	27.891	40.565	0.275128	0
9821	17.6045	-6.92963	43.3606	13.8006	0
9974	-22.4271	-12.8965	44.7259	1.23297	0
10130	-8.93818	-20.386	43.7587	4.28204	0
10144	2.30895	-6.47238	48.4941	4.74375	0
10306	-23.4385	19.9485	41.9226	0.175376	0
10471	-31.9274	-10.5483	39.7427	0.142824	0
10639	-32.1754	-2.80737	35.8019	0.215172	0
10653	22.4434	7.50872	45.2685	2.35115	0
11307	-15.042	27.6814	32.7286	0.103492	0
11319	-16.3442	-16.5314	45.0041	1.63342	0
13973	1.1169	6.54251	39.8906	0.618489	0
14155	17.558	-13.3662	30.2908	1.51974	0
14340	16.5555	13.2643	39.5993	2.35617	0
15050	11.1295	-20.8087	32.3999	0.439595	0
15064	12.071	4.99015	34.6812	1.59268	0
15078	-32.4896	11.1267	32.6403	0.0989232	0
17456	-15.9446	-28.7879	37.4786	0.131082	0
17470	5.46392	-23.3778	36.2129	1.2415	0
22748	2.43514	15.9495	34.7112	5.77299	0
22953	-9.04717	-30.433	30.5247	0.195535	0
23161	19.9752	-2.24299	30.2427	18.7031	0
23175	26.051	-6.90006	40.1685	2.71757	0
23187	16.5216	-19.9907	25.0979	0.236067	0
23403	-27.2106	6.94646	33.7254	0.852962	0
23622	18.004	18.6529	34.1009	0.926564	0
23844	-2.92	11.5186	39.1361	2.6853	0
24069	-1.32643	26.35	37.985	1.03429	0
24297	4.59283	0.142359	33.5578	0.747796	0
24528	4.84554	29.9536	41.4204	0.558514	0
24759	29.366	5.35273	37.9193	0.284232	0
24992	26.6688	17.3751	31.6041	0.113805	0
25230	-12.8295	16.6471	33.9434	5.36577	0
25471	21.2104	-16.92	29.3236	0.294817	0
25715	-7.01132	7.38427	30.1113	3.92055	0
25962	-20.5372	4.25815	36.9006	14.7774	0
26212	-33.3081	5.88766	31.2872	0.117705	0
26462	-19.4347	-20.5086	29.9026	0.357526	0
26717	-18.0058	11.8398	29.1929	11.3202	0
26975	-4.1355	1.71581	38.1644	2.20253	0
27236	-4.10377	-32.841	24.2173	0.0902962	0
27497	-1.36838	-23.6523	29.2292	4.96249	0
27763	-10.1916	21.0411	31.6335	2.00077	0
28032	22.7718	-11.5096	24.3941	0.801696	0
28304	8.12322	16.6582	31.1362	10.979	0
28579	-13.8761	-0.433513	27.7186	13.8193	0
28857	13.7199	23.9911	25.3041	0.918982	0
29138	2.8135	-14.2739	24.1068	11.3532	0
29152	-9.19062	-7.8841	27.3346	4.62642	0
29439	-17.156	-9.43354	23.4001	4.84781	0
29729	-4.20496	-9.38058	25.7276	6.12941	0
30022	4.48993	21.9436	25.5427	8.92042	0
30318	13.7656	-1.7086	25.9934	8.84131	0
30319	11.5419	-5.18706	25.1377	8.18646	0
