CCIndex	x	y	area	aux	cuc
10472	-25.2858	-7.37848	37.3936	1.92668	0
25472	23.1879	-17.2163	28.6693	0.825609	0
9229	14.0737	23.5877	44.9241	1.55816	0
9514	-3.61567	-6.63982	43.6373	3.54759	0
24529	1.03559	30.3943	21.2203	0.379778	0
9362	5.64202	21.0856	42.1622	4.55973	0
6633	-0.642681	-19.9802	49.9284	5.38623	0
23845	-4.78254	14.5885	25.8319	3.81045	0
10654	25.0904	9.27463	28.2889	1.02448	0
23188	16.727	-22.7969	37.1912	0.54109	0
17471	4.04025	-26.3318	30.8895	0.84038	0
22954	-6.10658	-23.9266	31.9179	3.02807	0
10145	6.81359	-6.62917	33.7493	2.77036	0
14156	11.5122	-12.177	41.1185	3.20056	0
9500	6.44902	-14.6152	40.0053	3.57107	0
9822	11.5258	-3.20194	42.6097	4.18253	0
9975	-24.7065	-15.5094	37.0622	0.763422	0
24760	28.5771	1.31292	23.9265	0.347466	0
9672	-7.71165	19.9082	48.6929	3.78429	0
26213	-32.2468	1.72239	25.595	0.459911	0
14341	10.3769	10.9484	32.8143	2.46645	0
26976	-0.671532	-0.236007	19.2958	3.4444	0
11320	-11.4514	-12.1128	29.6833	2.39788	0
8966	-13.1236	1.56597	45.3638	5.33555	0
24993	21.0175	13.44	27.6925	1.54371	0
7727	23.2898	-10.9849	47.6643	2.35879	0
10131	-5.7835	-14.0809	38.3839	3.56763	0
10307	-18.3624	15.052	35.1015	2.46627	0
9658	-19.2243	-4.72535	38.2867	4.32523	0
11308	-16.1098	21.463	40.9296	0.946148	0
13974	5.00392	9.10907	34.2719	1.6114	0
10640	-25.0826	0.0899498	38.7333	2.94639	0
23162	21.153	0.537306	34.9651	5.34577	0
23176	26.8472	-3.17158	24.9354	0.930578	0
15051	10.4747	-24.701	34.2963	0.624388	0
25963	-19.0446	-0.216958	20.9798	5.44899	0
23404	-21.9282	9.1916	29.8356	3.41959	0
15079	-26.3677	13.7834	33.4713	0.436238	0
15065	15.3198	4.95272	35.3739	3.57687	0
24298	7.50198	2.56109	28.464	2.13977	0
24070	-3.67793	28.4201	25.2241	0.595789	0
23623	19.6572	20.3972	28.3023	0.852131	0
22749	-0.786514	18.8335	31.3496	4.01644	0
17457	-12.8255	-22.4111	29.9058	1.52694	0
25231	-9.61599	11.2812	26.0499	5.40693	0
26463	-20.3069	-21.6792	26.3419	0.853899	0
25716	-8.37735	3.00655	28.0943	4.00168	0
26718	-13.9148	8.06503	26.1249	6.91321	0
9228	9.92159	27.2721	42.1883	1.00038	0
9361	8.97775	16.5848	47.2979	5.1805	0
9499	0.686726	-12.8112	45.6826	4.8368	0
9513	-8.58221	-5.17879	45.2563	3.40693	0
9657	-14.4211	-7.06177	44.2336	3.7947	0
9671	-8.45341	25.638	33.5033	0.868163	0
9821	15.9997	-6.36196	36.4528	5.00408	0
9974	-20.8237	-11.8577	37.9043	2.57174	0
10130	-8.34261	-18.7577	36.7297	3.84045	0
10144	2.05838	-5.89652	41.7995	3.33578	0
10306	-21.5666	18.3108	35.9473	0.551165	0
10471	-29.5004	-9.59454	33.7822	0.427209	0
10639	-29.6868	-2.43705	30.3897	0.880986	0
10653	20.4847	6.89637	38.7094	3.13927	0
11307	-13.9731	25.3957	28.2799	0.287486	0
11319	-15.1762	-15.1867	38.4525	2.91486	0
13973	1.00896	6.23283	33.251	1.72171	0
14155	15.9974	-12.3159	25.859	2.17912	0
14340	15.0707	12.3206	33.2454	2.83038	0
15050	10.1579	-19.2838	27.9593	1.33413	0
15064	11.0483	4.6589	29.3213	2.11973	0
15078	-30.0617	10.2934	28.1073	0.262943	0
17456	-14.7111	-26.4733	31.7819	0.386327	0
17470	4.99979	-21.6295	29.8906	2.1276	0
22748	2.2314	14.7247	28.9973	3.40318	0
22953	-8.31153	-28.0253	26.2698	0.782183	0
23161	18.1743	-2.07694	25.573	6.57403	0
23175	23.84	-6.3121	33.232	2.98838	0
23187	15.1555	-18.5123	21.4452	1.00419	0
23403	-25.1254	6.36541	28.6115	2.38615	0
23622	16.3992	17.2855	29.291	2.21935	0
23844	-2.75176	10.6996	32.6425	3.16032	0
24069	-1.26093	24.2465	32.0958	2.24013	0
24297	4.14213	0.298923	28.5696	2.34931	0
24528	4.36641	27.6545	35.1587	1.29379	0
24759	26.8463	4.88353	32.4248	0.927333	0
24992	24.3322	16.0125	27.5639	0.532867	0
25230	-11.8458	15.2827	28.8628	4.96872	0
25471	19.4529	-15.5269	25.2348	1.42055	0
25715	-6.43424	6.81235	25.6422	3.77936	0
25962	-18.9174	3.81966	31.6222	6.38205	0
26212	-30.8168	5.48331	26.724	0.533737	0
26462	-17.9758	-18.8856	25.6439	1.38459	0
26717	-16.7354	10.8802	25.3045	6.51527	0
26975	-3.76635	1.62655	32.1866	3.71725	0
27236	-3.81835	-30.2523	21.5836	0.798827	0
27237	-0.298988	-27.977	28.8974	0.798827	0
