CCIndex	x	y	area	aux	cuc
31881	-22.7949	-5.02442	31.1925	0.271885	0
25472	31.0263	-22.8991	48.04	0.355381	0
28580	-17.8517	4.41448	35.678	55.2021	0
29440	-16.8663	-7.66847	41.1285	0.19688	0
24529	1.93346	39.7772	37.4789	0.147694	0
29730	-4.0402	-6.19411	37.3406	0.131353	0
43146	-27.2297	10.6757	24.7181	0.23639	0
23845	-6.2698	19.3763	48.8892	0.215443	0
43610	20.8469	23.9953	28.4859	0.335809	0
33266	-8.50463	-25.5956	38.0794	0.669069	0
41431	-16.2682	-14.7548	24.0741	0.419306	0
37740	0.687786	32.5681	29.7904	0.338627	0
35418	29.8048	-7.51876	30.8906	1.29979	0
30920	-23.4107	30.3188	31.2812	0.514471	0
31239	2.66563	-10.8869	32.2252	2.38765	0
30023	10.0913	28.6445	38.2922	17.6801	0
32201	-32.3489	-12.0554	38.3444	2.1245	0
24760	38.5217	1.7076	41.5968	0.141064	0
27498	0.438436	-23.7854	44.4464	12.3473	0
26213	-41.7636	1.81494	42.3592	0.409011	0
36963	-35.6402	19.9102	26.9899	0.271622	0
26976	-0.695337	-0.714467	33.2318	0.132596	0
41009	15.8101	3.83206	27.7243	0.118152	0
28305	15.0458	23.3361	35.6641	8.07695	0
24993	28.2947	17.844	49.7744	0.774303	0
27764	-7.21656	27.2443	36.6227	0.288777	0
32215	-30.8423	-22.7318	37.1814	1.14182	0
34674	-26.7181	26.4274	30.8617	0.292373	0
31564	-31.7878	-2.14499	35.2169	0.265888	0
30618	13.1084	33.2659	32.4629	0.277405	0
33969	5.40644	33.8533	28.6703	0.370661	0
31550	9.1415	-16.6479	29.8766	0.656223	0
35028	-26.4161	19.0283	28.3525	0.182957	0
23176	36.0948	-4.24275	43.7602	0.14398	0
35800	0.281369	8.97997	35.1942	0.135114	0
25963	-24.8348	-0.243591	36.216	2.03241	0
42715	-16.0974	33.8915	30.4841	0.890175	0
36579	-5.72264	12.6642	23.5755	0.0730255	0
33609	25.0121	-28.5404	31.6293	0.600781	0
24298	10.1108	3.05772	49.8086	0.247716	0
24070	-4.34907	37.6212	41.954	0.288204	0
23623	26.8216	26.8556	48.7442	0.306988	0
40579	-37.1314	-2.66878	30.705	0.453676	0
38945	37.6799	8.06017	30.1941	0.220845	0
25231	-12.4162	14.8307	46.7668	2.55011	0
26463	-26.2079	-29.0364	44.3407	0.517717	0
25716	-11.2033	3.69247	47.5834	1.68793	0
26718	-18.0019	10.3293	46.7064	61.3824	0
30319	13.8863	-6.29135	35.8599	0.979219	0
28033	33.6139	-15.4612	43.3374	0.191467	0
28858	21.2641	32.1753	40.7659	0.172935	0
29139	-0.681847	-16.5211	39.5775	57.2929	0
29153	-11.0532	-3.951	36.9969	0.116842	0
35042	30.9283	-0.645413	29.6253	4.3823	0
32589	-26.2211	-14.2192	37.3489	4.81223	0
32255	-17.6966	-21.8826	30.4947	0.406576	0
32926	23.7478	-9.59573	28.8497	34.4424	0
31225	14.9557	-13.3396	34.9928	0.212957	0
34320	5.38632	13.8539	30.1648	0.286042	0
36174	16.2133	-32.0267	32.6439	0.76463	0
40166	-22.8192	6.0354	26.896	43.9915	0
32227	-8.97988	-17.5105	33.5865	1.25504	0
